维度,投资额_亿元,占比_%
I_基础设施,4389.790946979483,43.89790946979483
T_人才,1731.0384877780525,17.310384877780525
P_政策,1616.4692785959912,16.16469278595991
R_研发,1524.248246332057,15.24248246332057
A_应用,531.4662099255779,5.314662099255779
O_产出,223.78240032847987,2.2378240032847985
